person_id,trajectory_id,latitude,longitude,altitude,timestamp,day,hour,date,distance_km,duration_hours,speed_kmh,daily_distance_km,average_speed_kmh,average_distance_km,area_id,anomaly_label,anomaly_score
0,20081023025304,39.984702,116.318417,492,2008-10-23 02:53:04,Thursday,2,2008-10-23,0.0,0.0,0.0,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.5327879227054866
0,20081023025304,39.984683,116.31845,492,2008-10-23 02:53:10,Thursday,2,2008-10-23,0.003516891285758,0.0016666666666666,2.1101347714548235,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4208471401466823
0,20081023025304,39.984686,116.318417,492,2008-10-23 02:53:15,Thursday,2,2008-10-23,0.0028313029549185,0.0013888888888888,2.038538127541372,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4061708856221879
0,20081023025304,39.984688,116.318385,492,2008-10-23 02:53:20,Thursday,2,2008-10-23,0.0027354382353857,0.0013888888888888,1.9695155294777504,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4060414370081343
0,20081023025304,39.984655,116.318263,492,2008-10-23 02:53:25,Thursday,2,2008-10-23,0.0110230229959783,0.0013888888888888,7.936576557104424,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4238722164823332
0,20081023025304,39.984611,116.318026,493,2008-10-23 02:53:30,Thursday,2,2008-10-23,0.0207765731032311,0.0013888888888888,14.959132634326394,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.438559805426321
0,20081023025304,39.984608,116.317761,493,2008-10-23 02:53:35,Thursday,2,2008-10-23,0.022580350104833,0.0013888888888888,16.257852075479825,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4445298714886423
0,20081023025304,39.984563,116.317517,496,2008-10-23 02:53:40,Thursday,2,2008-10-23,0.0213824213217243,0.0013888888888888,15.395343351641529,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4421589283447216
0,20081023025304,39.984539,116.317294,500,2008-10-23 02:53:45,Thursday,2,2008-10-23,0.0191860270274043,0.0013888888888888,13.813939459731165,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4374453634810458
0,20081023025304,39.984606,116.317065,505,2008-10-23 02:53:50,Thursday,2,2008-10-23,0.0208847176209898,0.0013888888888888,15.036996687112676,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.438559805426321
0,20081023025304,39.984568,116.316911,510,2008-10-23 02:53:55,Thursday,2,2008-10-23,0.0137843346410037,0.0013888888888888,9.924720941522716,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4296486269608036
0,20081023025304,39.984586,116.316716,515,2008-10-23 02:54:00,Thursday,2,2008-10-23,0.0167340526150293,0.0013888888888888,12.048517882821107,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4309732418846413
0,20081023025304,39.984561,116.316527,520,2008-10-23 02:54:05,Thursday,2,2008-10-23,0.0163409160259071,0.0013888888888888,11.765459538653118,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4271278038087663
0,20081023025304,39.984536,116.316354,525,2008-10-23 02:54:10,Thursday,2,2008-10-23,0.0149993905371249,0.0013888888888888,10.799561186729994,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4272843926778379
0,20081023025304,39.984523,116.316188,531,2008-10-23 02:54:15,Thursday,2,2008-10-23,0.0142168255048958,0.0013888888888888,10.236114363525026,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4326183136287888
0,20081023025304,39.984516,116.315963,536,2008-10-23 02:54:20,Thursday,2,2008-10-23,0.0191857240405187,0.0013888888888888,13.813721309173504,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4374453634810458
0,20081023025304,39.984523,116.315823,541,2008-10-23 02:54:25,Thursday,2,2008-10-23,0.0119533248031559,0.0013888888888888,8.606393858272297,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4275841317827499
0,20081023025304,39.984574,116.315611,546,2008-10-23 02:54:30,Thursday,2,2008-10-23,0.0189316465863858,0.0013888888888888,13.630785542197804,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4375644826270511
0,20081023025304,39.984568,116.315407,551,2008-10-23 02:54:35,Thursday,2,2008-10-23,0.0173935221386168,0.0013888888888888,12.52333593980413,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4330927395915506
0,20081023025304,39.984538,116.315148,556,2008-10-23 02:54:40,Thursday,2,2008-10-23,0.0223174249730583,0.0013888888888888,16.068545980601975,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4445298714886423
0,20081023025304,39.984501,116.314907,560,2008-10-23 02:54:45,Thursday,2,2008-10-23,0.0209412497541705,0.0013888888888888,15.0776998230028,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.438559805426321
0,20081023025304,39.984532,116.314808,564,2008-10-23 02:54:50,Thursday,2,2008-10-23,0.0091119406305703,0.0013888888888888,6.560597254010643,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.418827880563431
0,20081023025304,39.984504,116.314625,569,2008-10-23 02:54:55,Thursday,2,2008-10-23,0.0158993657689342,0.0013888888888888,11.447543353632692,14.9386421268425,12.814023047796098,0.020627269983875,1,1,0.4288334397676886
